,web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,Unnamed: 9
2291,1582056223-2492,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lars Domann,"Top Gerät , kann Mann nur weiterempfehlen",11. Dezember 2016,Ist zwar mit Verspätung gekommen aber das Gerät ist so wie ich es mir vorgestellt haben . Liegt sehr gut in der Hand und lässt sich auch super bedienen. .,"3,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_97?ie=UTF8&pageNumber=97&reviewerType=all_reviews,
2292,1582055959-1560,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Thunder,Benutze es immer noch in 2018,21. Mai 2018,"Immer noch ein sehr gutes Handy.

Installiert euch mal Nova launcher im Play Store wenn ihr den Startbildschirm ein bisschen modernisieren wollt! :)","5,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,
2293,1582056001-1718,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Brigitte Pl.,"Das Smartphone S 7  ist zwar schon älter,  aber absolut für meine Zwecke zufriedenstellend.",7. April 2019,Kamera-Leistung wesentlich besser als bei meinem älteren  S  3  und  S 3 Neo,"4,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,
2294,1582055943-1495,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,helmut gerritsen,Produkt entspricht nicht der Produktinformation,29. Juni 2019,"1. Verkäufer wirbt in Produktinformation mit europäischer Modellnummer (Modellnummer: SM-G930FZKADBT)
Geliefert wird ein Galaxy S7 mit Nordamerikanischer Modellnummer (SM-G930U). Das funktioniert in Europa nicht in vollem Umfang, z.B. Sim-Karte ist unterschiedlich
2. Das Originale Samsung Label wurde mit einem anderen Label überklebt.
Das U steht für das Land, für  welches das Handy hergestellt wurde. Das SM-G930F ist für den europäischen Martk bestimmter, das SM-G930U ist die Variante für den Noramerika-Markt. Das Telefon hat grundsätzlich die gleichen Leistungsmerkmale, es kann jedoch in Verbindung mit einer deutschen Sim-Karte Probleme bereiten bzw. sind nicht alle netzabhängigen Leistungsmerkmale nutzbar.

H. Gerritsen","1,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,
2295,1582056165-2275,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon-Kunde,Nicht die erwartete Qualität,13. Februar 2018,"+ Schickes Gerät, hochwertige Optik und Haptik
+ Arbeitsgeschwindigkeit gut
- Der Akku lässt nach nur einem Jahr trotz extrem sorgfältiger Behandlung schon deutlich nach
- Das Gerät ist grundsätzlich ein ""Stromfresser"": manchmal saugt es einen fast vollen Akku über Nacht einfach leer, um dann aber auch mal ""nur"" 20 % zu brauchen
- Probleme mit dem öffentlichen Telefonnetz, sehr lange Zeit bis zum Einloggen, mysteriöse Zustände in denen trotz vorhandenen Netzes nicht angerufen werden kann
- Regelmäßig auftretenden Synchronisierungsprobleme mit anderen Geräten über den Google-Account

Mein Fazit: Nachdem ich auch Probleme mit einem High-End Tablet von Samsung habe, würde ich kein Premiumgerät von Samsung mehr kaufen. Zum Vergleich: Das A 3 meiner Frau hat keinen der oben beschriebenen Fehler, und hat nur die Hälfte gekostet.","2,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_81?ie=UTF8&pageNumber=81&reviewerType=all_reviews,
2296,1582056145-2195,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,GöDi,handliches und schönes Smartphone,18. Oktober 2018,"S 7 ersetzt mein S 4. Nur unmerklich größer. Es ist keine Anschrfit für eine deutsche Niederlassung für die Garantie genannt. Nur Österreich, Schweiz. Ich hoffe, die Garantie gilt auch für Deutschland. Ansonsten bewährtes schönes Gerät.","5,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&reviewerType=all_reviews,
2297,1582055961-1572,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,amachecker,Super Smartphone,12. Mai 2019,"Habe das Gerät gekauft aufgrund der tollen Bewertungen und Testergebnisse. Kann dies nur bestätigen, ein Top Gerät. Die Lieferung war sehr schnell und ohne Probleme.","5,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,
2298,1582056230-2513,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,he_rei,"SM-930U (US-Modell) statt SM-930F, USB Kabel Qualität",8. Mai 2018,"Habe zwei  SM-930U (US-Modelle) statt SM-930F erhalten, die haben eine andere CPU verbaut. Unklar ob der Android 8.0 Update für dieses Modell kommt. Beide USB Kabel der Handys haben Kommunikationsprobleme an diversen Rechnern. Definitiv ein Kabelproblem, andere Kabel funktionieren.
Ein Kabel hat jetzt nach einer Woche schon Wackelkontakt (Laden).
Von Samsung war ich bisher besseres gewöhnt, bei dem Preis sollte auch funktionierendes Zubhör dabei sein","1,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_99?ie=UTF8&pageNumber=99&reviewerType=all_reviews,
2299,1582056064-1923,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Kunde,Wie ich es erwartet hatte :),8. Mai 2017,"Ich habe mir das Samsung Galaxy S7 bestellt, weil ich dringend ein neues und zugleich qualitativ hochwertiges Smartphone brauchte.
Bis vor 1 Jahr habe ich das Samsung Galaxy Note 3 besessen, bis ich damit ins (Ostsee)Wasser baden gegangen bin (zu meiner Entschuldigung: Meine Badehose nutzte ich gleichzeitig als Freizeithose). Natürlich ärgere ich mich darüber bis heute noch, aber nix desto trotz, irgendwann hat jeder mal ein neues Smartphone, egal auf welcher Art und Weise das alte Smartphone nicht mehr genutzt werden kann.
Übergangsweise nutzte ich das S3.

Keine Ahnung woran das liegt, aber seitdem das Samsung Galaxy S8 auf dem Markt ist, gehen die Preise aktuell (und die letzten 2 Wochen) für das S7 hoch. Wahrscheinlich haben alle die gleiche Idee wie ich: Wer will das neuste Modell, wenn das Vorgängermodell das gleiche kann? Und auf die kleinen Schnick-Schnacks (meines Erachtens nach) kann man verzichten.

Für meine Kaufentscheidung war entscheidend:
- Das Smartphone muss UHD-Videos aufzeichnen können, da ich gerne Fotos- und Videos aufzeichne für meine Bilder- und Videogalerie auf meiner Webseite bzw. Videos für Youtube
- Das Smartphone muss die aktuelle Netzqualität können, sprich es muss mind. LTE (4G) können
- Das Smartphone sollte Wasserdicht sein (zumindest falls es aus versehen in die Toilette fällt)
- Das Smartphone sollte nicht zu klein sein (war vorher schließlich das Note 3 gewohnt)
- Das Smartphone sollte induktives Laden unterstützen (einfach drauflegen zum aufladen)

Ich habe mein S7 inzwischen mehr als 2 Wochen und muss sagen: GEIL!
Meine Vorfreude auf das S7 war berechtigt, denn es erfüllte meine Erwartungen. Gestern machte ich das erste mal UHD-Videos in gestochen guter Qualität, wie ich es vom Note 3 gewöhnt war. Einziger Nachteil: Das Note 3 hatte 16 MP, das S7 nur 12 MP (beim S8 leider unverändert).

Die Software läuft Flüssig, außer beim starten, aber das ist bei jedem Smartphone normal.
Gleichzeitig bestellte ich mir neben dem S7 eine inkludive Ladestation. Ich brauch das S7 Abends nur drauflegen, und morgens ist mein Akku bei 100%.

Ich kann dieses Smartphone (außer Senioren vielleicht) jeden empfehlen.","5,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews,
2300,1582056216-2461,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Klettverschluss,Umstieg vom Galaxy S4 aufs Galaxy S7,30. Juli 2016,"Ich habe das Handy in silber und muss sagen es sieht sehr edel aus. Eigentlich wollte ich immer ein pinkes/rosanes. Das Pink von Samsung ähnelt dem von Apple leider gar nicht. Hätte nie gedacht, dass ich mir mal ein silbernes Handy kaufen werde. Aber es sieht da wirklich gut aus. Schwarz und Weiß haben mir nicht so gefallen. Die Farben haben etwas billig gewirkt. Gold ist auch noch schön. Die Kamera ist super und löst sehr schnell aus. Das Handy an sich reagiert auch sehr schnell. Vom Akku habe ich mir mehr erhofft. Alle haben immer so vom Akku geschwärmt, dabei hält der auch nur einen Tag.
Ich benutze das Handy mit Panzerglasfolie und Schutzhülle, da ich doch sehr tollpatschig bin und es durch das Glas überall bestimmt nicht so viel aushält wie mein S4, dass ich in den letzten 3 Jahren bestimmt 300x runtergeschmissen hab. Teilweise auch auf Steine, Fliesen etc. Es hat keinen einzigen Sprung. Also hier gleich noch eine Empfehlung für das Galaxy S4 für alle, die nicht so viel Geld ausgeben wollen und ein stabiles Handy wollen. Mein S4 hatte weder Hülle noch Schutzfolie. Aber zurück zum S7. Ich bin sehr zufrieden damit. Hab es bei Mediamarkt für 499€ ergattert. Für den Preis ist es einfach unschlagbar.","5,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_94?ie=UTF8&pageNumber=94&reviewerType=all_reviews,
2301,1582056244-2574,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Betti,"So nicht, Samsung!",2. August 2016,"Ich möchte hier mein altes S5 mit dem neuen S7 vergleichen, da ich bei Samsunghandys immer eine Generation überspringe weil es Erfahrungsgemäß immer gut geklappt hat.
Bestellt. Angekommen und ausgepackt. Der erste Eindruck war schonmal sehr gut. Sieht edel aus und auf den ersten Blick auch robust, leider musste ich feststellen, das dem nicht so ist.
Zuerst einmal die Daten von meinem alten Handy aufs neue geladen und alles eingerichtet. Dabei fiel mir schon auf, dass das S7 ziemlich heiß wurde. Nach einem Systemupdate wurde es noch schlimmer. Eine App zeigte mir auf einmal 75°C an! So heiß wurde mein S5 nie! Erstmal nichts dabei gedacht und das Handy 1 Woche lang genutzt, doch ständig wurde es bei normaler Nutzung ziemlich heiß. Ich entschied mich, amazon zu kontaktieren und es zurück zu senden. Ausgerechnet an diesem Tag fiel es mir aus ca. 30cm aus der Hand und prompt hatte ich einen Displayschaden. Ich kann gar nicht zählen, wie oft mir mein S5 am Tag aus der Hand gefallen ist, nie ein Kratzer!
Austausch des Handys über amazon lief Problemlos. Auch habe ich direkt an dem Tag eine Hülle von Samsung gekauft (die ich leider übrigends auch nicht sehr empfehlen kann, da mir das Handy nicht fest genug darin sitzt und der Deckel nie richtig schließt, werde wohl noch Panzerglas anbringen müssen).
Fazit:
Dafür das ich fast 600€ dafür bezahlt habe, muss ich das S7 wie ein rohes Ei behandeln weil die Robustheit praktisch bei null liegt.
Am liebsten möchte ich mein S5 wieder haben, aber ich schenke meine alten Handys immer meiner Schwester und wegnehmen möchte ich es ihr nicht, da sie so zufrieden damit ist.
2 Sterne dafür, dass die Kamera absolut scharfe Bilder macht und es um einiges schneller und flüssiger läuft, als mein S5.","2,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_103?ie=UTF8&pageNumber=103&reviewerType=all_reviews,
2302,1582056086-1975,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,eugen kirf,Bedienungsanleitung.,12. Dezember 2018,"Hallo,dass Handy ist ja ok,aber es ist eine Polnische Bedienungsanleitung dabei.
Leider brauche ich eine Deusche Betriebsanleitung.
Sollten Sie mir eine Deusche Anleitung schicken behalte ich dass Handy. Wenn nicht schicke ich es zurück.

Mfg. Eugen Kirf","4,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_51?ie=UTF8&pageNumber=51&reviewerType=all_reviews,
2303,1582056187-2361,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Thomas,Eigentlich Schrott,27. September 2018,"Es geht mir wirklich auf den Keks das die Hersteller und die Softwahre Leute immer wieder Codes ändern müssen so das man sich neue Geräte kaufen muß, weil es für die Alten keine Updates mehr gibt.
Alles Geldmacherei, und die angeblich Verbesserungen nerven nur.","1,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_88?ie=UTF8&pageNumber=88&reviewerType=all_reviews,
2304,1582056143-2192,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,D. V.,"Ein tolles Handy, das Samsung Galaxy S7",9. Oktober 2018,"Ein rundum gelungenes Smartphone. Ich wurde nicht enttäuscht. Es entspricht genau den Produktinformationen, die man in Fachberichten lesen kann. Zugreifen!
Leider wurde auch mein Handy mit polnischer Gebrauchsanweisung und diversen Aufklebern in polnisch ausgeliefert. Das Siegel war aber unversehrt und das Smartphone und diverses Zubehör auch. Alles war original verpackt. Sprache auf deutsch eingestellt und das Handy konnte vollkommen normal genutzt werden.","5,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&reviewerType=all_reviews,
2305,1582056041-1861,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,ChewieDaWookie,Samsung hat tatsächlich zugehört,19. Juni 2016,"Dies wird die wahrscheinlich kürzeste S7-Rezension auf Amazon:

Hier wurde eigentlich schon alles geschrieben und auch die Presse überschlägt sich ja mit Lob.
Dem kann ich mich nur anschließen!

Nur mal ein Hinweis, den ich noch nirgends fand:
Ich habe das Galaxy in ""schwarz"" bestellt, und musste feststellen das ""black onyx"" alles andere als schwarz ist, sondern irgendwie leicht gräulich schimmert (googelt mal nach Onyx).
Auch der Alu-Rahmen ist nicht etwa grau oder Alufarben, sondern hat einen deutlichen Blaustich.
Für jemanden wie mich, der das Telefon vorher nie in natura, sondern nur auf Produktfotos sah, schon eine kleine Enttäuschung.
Hätte ich mal das Silberne genommen....","5,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews,
2306,1582056041-1858,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,SaltPepper,Defekte S7 bei den Amazon Warehouse Deals,27. August 2018,"Amazon verkauft bei den Warehouse Deals ein S7 mit defektem Akku (hält nur einen halben Tag durch). Das Gerät hat an der Seite Kratzspuren, als ob es mit Werkzeug schon einmal geöffnet wurde. Es ist gut möglich, dass ein gefälschter, weitaus schlechterer Akku eingebaut wurde. Die Prüfung von Amazon scheint den defekten Akku nicht erkannt zu haben und verkauft das Gerät trotzdem als Warehouse Deal ""wie neu"".
Der Versuch, das S7 durch einen ""Amazon-Reparaturdienstleister"" zu reparieren, hat nur viel Ärger und Arbeit mit sich gebracht. Der ""Dienstleister"" hat am Ende gar nichts gemacht.
Ich kann nach meiner Erfahrung nur empfehlen, das S7 bei schlechtem Akku sofort zurückzuschicken. Generell war der Warehouse-Deal für mich ein extrem schlechter Deal. Vor dem Kauf sollte man sich genau überlegen, ob man bereit ist, für Amazon Produkt-Tester zu spielen.","1,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews,
2307,1582056020-1786,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Faktotum,Samsung immer wieder Kunden-resistent,12. Mai 2018,"Über die Qualität wurde genug geschrieben. Mich ärgert die Ingnoranz wie mit dem Kunden umgegangen wird, schlechtes Updateverhalten und schleppende Patch Versorgung. Da ist Android P in den Startlöchern und auf dem Gerät ist nicht mal Android Oreo angekommen. Weiter ist das Gerät voll von Bloat Ware, welche nicht deinstalliert bzw. deaktiviert werden kann. Der Name Samsung verblasst.... leider.","3,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,
2308,1582056208-2435,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Steffen,tolles Handy,7. September 2016,"Tolles Handy keine Probleme.

Ich würde mir ganz klar noch ein Zweites kaufen, wenn ich dafür Platz hätte.

In diesem Sinne klare Kaufempfehlung.","5,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_92?ie=UTF8&pageNumber=92&reviewerType=all_reviews,
2309,1582056082-1973,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Tanja,Gerät für nordamerikanischen Markt,16. Januar 2019,Handy geht leider zurück.. Die Modellnummer lautet SM-G930U statt SM-G930F.. echt nervig.,"1,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_50?ie=UTF8&pageNumber=50&reviewerType=all_reviews,
2310,1582055986-1657,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,vt,Samsung Galaxy S7 Smartphone,29. Juli 2019,Super,"5,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,
2311,1582055989-1665,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Nikolaos Ioannidis,It's a gift for my friend very satisfied,11. Dezember 2018,Very good,"5,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,
2312,1582056028-1815,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ingo,Samsung Smartphone immer zu empfehlen!,11. Oktober 2017,"Samsung Smartphone immer zu empfehlen!
Galaxy S7
+ super Kamera macht klasse Bilder
+ die Größe ist perfekt
- die Rückseite sehr glatt, Hülle empfohlen","4,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,
2313,1582055948-1519,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Flo Krempelhuber,"Samsung Galaxy S7 Smartphone (5,1 Zoll (12,9 cm), 32GB interner Speicher)",24. Juni 2019,"Finger weg von Woldoshop ! Das Samsung Galaxy S7 Smartphone (5,1 Zoll (12,9 cm), 32GB interner Speicher)
ist eine USA Version mit gefälschter Rückseite. EU Simkarten funktionieren laut Samsung nicht mit der USA Version.
Ich hatte immer sehr schlechtes Netz.  Oder gar kein Netz.","1,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,
2314,1582056200-2400,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kunde,Galaxy S6 oder S7?,21. August 2016,"Hallo,

ich habe mir das erste S7 gebraucht gekauft, dessen Display im unteren Bereich schlecht reagiert hat. Hat ca. jeden 6. Druck nicht angenommen, was schreiben zu einer Qual gemacht hat.
Also habe ich mir auf Amazon das 2. S7 neu gekauft.

Auch dieses mit dem selben Mysterium. Also kam auch das 3. Und wieder das gleiche und bei der Kamera gab es oft Streifen und Wellen, wenn ich einen Bildschirm fotografiert habe.

Ich frage mich: Warum hat mein S4 einen besseren Touchscreen und eine Kamera die nicht so komische Bildverzerrungen hat?

Jetzt habe ich das S6 und bin absolut zufrieden. Der Touch reagiert so wie er soll und die Kamera fotografiert ordentlich.
Leistungsunterschied nicht zu spüren.

Finde es eine absolute Frechheit von Samsung ein Galaxy S6.1 auf den Markt zu bringen für 700€.
Ein Flagschiff mit sovielen Fehlern und die Entwicklungskosten sind mit Sicherheit mit dem S6 längst gedeckt.

Positiv am S7:
-Haptik ist durch das runde Glas an der Rückseite viel besser als beim S6
-Wasserdicht
-marginal längere Akkulaufzeit
-erweiterbare Speicher

Für mich sind das absolut keine Kaufargumente für das S7.

Holt euch das S6 und spart euch ein paar Hundert Euro.","2,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_90?ie=UTF8&pageNumber=90&reviewerType=all_reviews,
2315,1582056097-2017,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Raimund,Kamera enttäuscht,26. November 2017,"Ansich ein sehr gutes Smartphone. Ist sehr schnell, Display sieht schön aus und das allgemeine Design gefällt mir auch. Nur bei der Kamera bin ich sehr enttäuscht worden. Die ""gute"" Kamera war mein Hauptkaufargument. Bisher hatte ich ein iPhone 5s und muss sagen, dass die Aufnahmen vom S7 nur gleich gut, bzw teilweise sogar schlechter sind. Sowohl bei Tageslichtaufnahmen als auch bei Nachtaufnahmen (was mich sehr überrascht hat, denn gerade bei Nachtaufnahmen sollte das S7 die bessere Kamera haben).
Werde es zurückschicken, da ich mich jedes mal aufregen muss, wenn ich ein Foto mache. Kann ja nicht sein, dass ein 4 Jahre älteres Apple Handy mit schlechterer Blende und weniger Megapixeln bessere Bilder macht als ein ""aktuelles"" Flagship-Smartphone.","4,0 von 5 Sternen",Weiter→,https://www.amazon.de/Samsung-Galaxy-Smartphone-interner-Speicher-Black/product-reviews/B01BTZFM0W/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&pageNumber=55&reviewerType=all_reviews,
